ID Number,Name,Difficulty Value,Ability Number,Level,Species,Form Number,Held Item,Move 1,Move 2,Move 3,Move 4,Ball Seal,Difficulty Value,Ability Number,Level,Species,Form Number,Held Item,Move 1,Move 2,Move 3,Move 4,Ball Seal,Difficulty Value,Ability Number,Level,Species,Form Number,Held Item,Move 1,Move 2,Move 3,Move 4,Ball Seal,Difficulty Value,Ability Number,Level,Species,Form Number,Held Item,Move 1,Move 2,Move 3,Move 4,Ball Seal,Difficulty Value,Ability Number,Level,Species,Form Number,Held Item,Move 1,Move 2,Move 3,Move 4,Ball Seal,Difficulty Value,Ability Number,Level,Species,Form Number,Held Item,Move 1,Move 2,Move 3,Move 4,Ball Seal
366,Kati,0,0,25,CLEFAIRY,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Gerardo,10,0,35,MAGNEMITE,0,None,Supersonic,Magnet Bomb,Spark,-,0,10,0,35,MAGNEMITE,0,None,Thunder Wave,Magnet Bomb,Spark,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Roxy & Oli,0,0,6,MAGNEMITE,0,None,-,-,-,-,0,0,0,6,RALTS,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Tevin,0,0,6,MACHOP,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Kinsey,0,0,6,SHINX,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Grace,0,0,6,CLEFAIRY,0,None,-,-,-,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Tyler,30,0,38,MEDICHAM,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Autumn,0,0,54,MURKROW,0,None,-,-,-,-,0,0,0,54,XATU,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Angelica,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Zackary,0,0,14,AIPOM,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Lawrence,0,0,34,AIPOM,0,None,-,-,-,-,0,0,0,36,FLOATZEL,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Diego,0,0,22,AIPOM,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Parker,0,0,20,BUIZEL,0,None,Water Gun,Swift,Quick Attack,-,0,0,0,20,SHINX,0,None,Spark,Bite,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Dean,0,0,27,UMBREON,0,None,-,-,-,-,0,0,0,27,ESPEON,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Jamal,0,0,27,PORYGON,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Terry,0,0,22,GIBLE,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Angelica,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Joe,50,0,52,DRATINI,0,None,-,-,-,-,0,50,0,56,GABITE,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Jonah,50,0,35,QUAGSIRE,0,None,-,-,-,-,0,50,0,36,STARAPTOR,0,None,-,-,-,-,0,50,0,38,HIPPOPOTAS,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Micah,50,0,55,METANG,0,None,Bullet Punch,Zen Headbutt,Pursuit,Meteor Mash,0,50,0,56,LUDICOLO,0,None,Water Pulse,Zen Headbutt,Energy Ball,Fake Out,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Arthur,50,0,54,GASTRODON,0,None,Muddy Water,Recover,Toxic,Water Pulse,0,50,0,54,BEEDRILL,0,None,Poison Jab,U-turn,Aerial Ace,Swords Dance,0,50,0,55,ELECTRODE,0,None,Thunderbolt,Hyper Beam,Endure,Explosion,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Angelica,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Brenda,50,0,38,LOPUNNY,0,None,-,-,-,-,0,50,0,36,KIRLIA,0,None,-,-,-,-,0,50,0,35,MEDICHAM,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Brandi,50,0,54,MAROWAK,0,None,Bone Rush,Stone Edge,Swords Dance,Endeavor,0,50,0,57,KANGASKHAN,0,None,Dizzy Punch,Crunch,Outrage,Earthquake,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Clarice,50,0,53,SWALOT,0,None,Gunk Shot,Yawn,Body Slam,Protect,0,50,0,54,NINETALES,0,None,Will-O-Wisp,Flamethrower,Dark Pulse,Extrasensory,0,50,0,56,MAGNEZONE,0,None,Flash Cannon,Mirror Coat,Discharge,Hyper Beam,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Kody,20,0,17,MEDITITE,0,None,Confusion,Bide,Meditate,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Landon,0,0,53,SHUPPET,0,None,Shadow Ball,Will-O-Wisp,Sucker Punch,Confuse Ray,0,0,0,55,ALAKAZAM,0,None,Psychic,Future Sight,Recover,Focus Blast,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Deandre,0,0,56,DUSKNOIR,0,None,Shadow Punch,Fire Punch,Ice Punch,ThunderPunch,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Rachael,20,0,17,PSYDUCK,0,None,Confusion,Water Gun,Scratch,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Desiree,0,0,54,MR. MIME,0,None,Psychic,Reflect,Light Screen,Drain Punch,0,0,0,54,MISMAGIUS,0,None,Shadow Ball,Magical Leaf,Aerial Ace,Shock Wave,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Kendra,0,0,52,CHIMECHO,0,None,Extrasensory,Shadow Ball,Energy Ball,Charge Beam,0,0,0,52,HAUNTER,0,None,Shadow Punch,Dark Pulse,Confuse Ray,Toxic,0,0,0,55,GENGAR,0,None,Shadow Ball,Dark Pulse,Frustration,Sludge Bomb,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Walter,10,0,33,WHISCASH,0,None,Water Pulse,Magnitude,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Cyrus,250,0,44,SNEASEL,0,None,Slash,Ice Punch,Quick Attack,Screech,0,250,0,44,CROBAT,0,None,Poison Fang,Air Cutter,Bite,Supersonic,0,250,0,46,HONCHKROW,0,Sitrus Berry,Drill Peck,Night Shade,Astonish,Faint Attack,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Cyrus,250,0,45,HOUNDOOM,0,None,Flamethrower,Dark Pulse,Will-O-Wisp,Thunder Fang,0,250,0,47,HONCHKROW,0,None,Drill Peck,Night Slash,Heat Wave,Psychic,0,250,0,46,CROBAT,0,None,Cross Poison,Air Slash,Toxic,Confuse Ray,0,250,0,46,GYARADOS,0,None,Giga Impact,Waterfall,Ice Fang,Earthquake,0,250,0,48,WEAVILE,0,Sitrus Berry,Night Slash,Ice Punch,Fake Out,X-Scissor,0,,,,,,,,,,,
405,Mars,200,0,38,GOLBAT,0,None,Air Cutter,Bite,Toxic,Supersonic,0,200,0,38,BRONZOR,0,None,Gyro Ball,Extrasensory,Iron Defense,Confuse Ray,0,200,0,40,PURUGLY,0,Sitrus Berry,Slash,Faint Attack,Hypnosis,Fake Out,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Jupiter,100,0,21,ZUBAT,0,None,Giga Drain,Wing Attack,Bite,-,0,100,0,23,SKUNTANK,0,Sitrus Berry,Night Slash,Poison Gas,Screech,SmokeScreen,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Jupiter,200,0,44,BRONZOR,0,None,Gyro Ball,Extrasensory,Rock Slide,Reflect,0,200,0,44,GOLBAT,0,None,Sludge Bomb,Air Cutter,Giga Drain,Mean Look,0,200,0,46,SKUNTANK,0,Sitrus Berry,Night Slash,Poison Jab,Flamethrower,SmokeScreen,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Saturn,200,0,38,GOLBAT,0,None,Air Cutter,Bite,Toxic,Supersonic,0,200,0,38,BRONZOR,0,None,Gyro Ball,Shadow Ball,Rock Tomb,Iron Defense,0,200,0,40,TOXICROAK,0,Sitrus Berry,Poison Jab,Revenge,Mud Bomb,Faint Attack,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Saturn,200,0,42,GOLBAT,0,None,Air Cutter,Bite,Poison Fang,Confuse Ray,0,200,0,42,BRONZOR,0,None,Gyro Ball,Extrasensory,Shadow Ball,Confuse Ray,0,200,0,44,TOXICROAK,0,Sitrus Berry,Poison Jab,Brick Break,X-Scissor,Faint Attack,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Grunt,0,0,17,ZUBAT,0,None,-,-,-,-,0,0,0,17,STUNKY,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Grunt,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Grunt,0,0,19,CROAGUNK,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Grunt,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Grunt,0,0,11,STUNKY,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Grunt,0,0,11,GLAMEOW,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Grunt,30,0,32,HOUNDOUR,0,None,-,-,-,-,0,30,0,30,GOLBAT,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Grunt,30,0,37,GOLBAT,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Grunt,30,0,33,CROAGUNK,0,None,-,-,-,-,0,30,0,33,GLAMEOW,0,None,-,-,-,-,0,30,0,33,STUNKY,0,None,-,-,-,-,0,30,0,33,HOUNDOUR,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,
419,Grunt,30,0,37,CROAGUNK,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Grunt,30,0,35,STUNKY,0,None,-,-,-,-,0,30,0,35,HOUNDOUR,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Grunt,0,0,16,ZUBAT,0,None,-,-,-,-,0,0,0,18,GLAMEOW,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Grunt,0,0,19,GLAMEOW,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Grunt,0,0,16,STUNKY,0,None,-,-,-,-,0,0,0,16,CROAGUNK,0,None,-,-,-,-,0,0,0,16,GLAMEOW,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Grunt,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Grunt,30,0,35,GLAMEOW,0,None,-,-,-,-,0,30,0,35,MURKROW,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Grunt,30,0,33,GLAMEOW,0,None,Fury Swipes,Faint Attack,Growl,Fake Out,0,30,0,33,GOLBAT,0,None,Air Cutter,Wing Attack,Bite,Supersonic,0,30,0,36,MURKROW,0,None,Faint Attack,Night Shade,Wing Attack,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Grunt,30,0,34,HOUNDOUR,0,None,-,-,-,-,0,30,0,36,GLAMEOW,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Grunt,30,0,41,GLAMEOW,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Grunt,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Grunt,30,0,39,GOLBAT,0,None,-,-,-,-,0,30,0,39,HOUNDOUR,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Arturo,0,0,7,KRICKETOT,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Angelica,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Angelica,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Angelica,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Angelica,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Harry,0,0,28,BRONZOR,0,None,-,-,-,-,0,0,0,30,BRONZOR,0,None,-,-,-,-,0,0,0,32,BRONZOR,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Gerald,0,0,19,GEODUDE,0,None,-,-,-,-,0,0,0,21,BRONZOR,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Miles,30,0,48,MACHAMP,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Kendal,30,0,38,TOXICROAK,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Eddie,30,0,51,MANKEY,0,None,-,-,-,-,0,30,0,53,MACHOKE,0,None,-,-,-,-,0,30,0,55,INFERNAPE,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Willie,30,0,54,HERACROSS,0,None,-,-,-,-,0,30,0,54,MACHAMP,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Angelica,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Angelica,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Cassidy,0,0,22,BUNEARY,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Theodore,0,0,18,ONIX,0,None,-,-,-,-,0,0,0,20,ONIX,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Damon,0,0,35,NOSEPASS,0,None,-,-,-,-,0,0,0,33,ONIX,0,None,-,-,-,-,0,0,0,34,STEELIX,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Maurice,0,0,35,GRAVELER,0,None,-,-,-,-,0,0,0,35,RHYHORN,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Reginald,0,0,20,GEODUDE,0,None,-,-,-,-,0,0,0,20,GEODUDE,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Lorenzo,0,0,22,ONIX,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Karina,0,0,14,PIPLUP,0,None,Bubble,Peck,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Summer,0,0,37,RAICHU,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Tori,0,0,22,PSYDUCK,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Ana,0,0,22,HOOTHOOT,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Lee,0,0,6,MIME JR.,0,None,-,-,-,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Ariel,0,0,3,PICHU,0,None,-,-,-,-,0,0,0,3,PICHU,0,None,-,-,-,-,0,0,0,3,PICHU,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Mickey,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Angelica,0,0,5,RATTATA,0,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Cedric,50,0,25,STARAVIA,0,None,Wing Attack,Quick Attack,Endeavor,Double Team,0,50,0,23,BUIZEL,0,None,Water Gun,Quick Attack,Pursuit,Growl,0,50,0,23,PONYTA,0,None,Ember,Tackle,Tail Whip,Growl,0,50,0,27,GROTLE,0,None,Razor Leaf,Tackle,Absorb,Withdraw,0,,,,,,,,,,,,,,,,,,,,,,
471,Cedric,50,0,25,STARAVIA,0,None,Wing Attack,Quick Attack,Endeavor,Double Team,0,50,0,23,BUIZEL,0,None,Water Gun,Quick Attack,Pursuit,Growl,0,50,0,23,ROSELIA,0,None,Mega Drain,Poison Sting,Leech Seed,Stun Spore,0,50,0,27,MONFERNO,0,None,Flame Wheel,Mach Punch,Fury Swipes,Leer,0,,,,,,,,,,,,,,,,,,,,,,
472,Cedric,50,0,25,STARAVIA,0,None,Wing Attack,Quick Attack,Endeavor,Double Team,0,50,0,23,ROSELIA,0,None,Mega Drain,Poison Sting,Leech Seed,Stun Spore,0,50,0,23,PONYTA,0,None,Ember,Tackle,Tail Whip,Growl,0,50,0,27,PRINPLUP,0,None,BubbleBeam,Peck,Metal Claw,Growl,0,,,,,,,,,,,,,,,,,,,,,,
473,Cedric,80,0,34,STARAVIA,0,None,Wing Attack,Quick Attack,Endeavor,Double Team,0,80,0,32,BUIZEL,0,None,Aqua Jet,Quick Attack,Pursuit,Growl,0,80,0,32,PONYTA,0,None,Ember,Stomp,Tail Whip,Growl,0,80,0,36,GROTLE,0,None,Razor Leaf,Bite,Mega Drain,Withdraw,10,,,,,,,,,,,,,,,,,,,,,,
474,Cedric,80,0,34,STARAVIA,0,None,Wing Attack,Quick Attack,Endeavor,Double Team,0,80,0,32,BUIZEL,0,None,Aqua Jet,Quick Attack,Pursuit,Growl,0,80,0,32,ROSELIA,0,None,Mega Drain,Poison Sting,Leech Seed,Magical Leaf,0,80,0,36,MONFERNO,0,None,Flame Wheel,Mach Punch,Fury Swipes,Leer,10,,,,,,,,,,,,,,,,,,,,,,
475,Cedric,80,0,34,STARAVIA,0,None,Wing Attack,Quick Attack,Endeavor,Double Team,0,80,0,32,ROSELIA,0,None,Mega Drain,Poison Sting,Leech Seed,Magical Leaf,0,80,0,32,PONYTA,0,None,Ember,Stomp,Tail Whip,Growl,0,80,0,36,PRINPLUP,0,None,BubbleBeam,Peck,Metal Claw,Growl,10,,,,,,,,,,,,,,,,,,,,,,
476,Cedric,100,0,36,STARAPTOR,0,None,Aerial Ace,Take Down,Quick Attack,Double Team,0,100,0,35,FLOATZEL,0,None,Aqua Jet,Pursuit,Quick Attack,Swift,0,100,0,37,HERACROSS,0,None,Brick Break,Aerial Ace,Night Slash,Horn Attack,0,100,0,35,RAPIDASH,0,None,Fire Spin,Take Down,Stomp,Tail Whip,0,100,0,38,TORTERRA,0,None,Razor Leaf,Bite,Mega Drain,Leech Seed,10,,,,,,,,,,,
477,Cedric,100,0,36,STARAPTOR,0,None,Aerial Ace,Take Down,Quick Attack,Double Team,0,100,0,35,FLOATZEL,0,None,Aqua Jet,Pursuit,Quick Attack,Swift,0,100,0,37,HERACROSS,0,None,Brick Break,Aerial Ace,Night Slash,Horn Attack,0,100,0,35,ROSERADE,0,None,Giga Drain,Toxic Spikes,Leech Seed,GrassWhistle,0,100,0,38,INFERNAPE,0,None,Brick Break,Flame Wheel,Mach Punch,Aerial Ace,10,,,,,,,,,,,
478,Cedric,100,0,36,STARAPTOR,0,None,Aerial Ace,Take Down,Quick Attack,Double Team,0,100,0,35,ROSERADE,0,None,Giga Drain,Toxic Spikes,Leech Seed,GrassWhistle,0,100,0,37,HERACROSS,0,None,Brick Break,Aerial Ace,Night Slash,Horn Attack,0,100,0,35,RAPIDASH,0,None,Fire Spin,Take Down,Stomp,Tail Whip,0,100,0,38,EMPOLEON,0,None,BubbleBeam,Aerial Ace,Metal Claw,Fury Attack,10,,,,,,,,,,,
479,Cedric,200,0,48,STARAPTOR,0,None,Close Combat,Aerial Ace,Steel Wing,U-turn,0,200,0,47,FLOATZEL,0,None,Aqua Jet,Crunch,Ice Fang,Brick Break,0,200,0,48,HERACROSS,0,None,Close Combat,Rock Slide,Night Slash,Aerial Ace,0,200,0,47,RAPIDASH,0,None,Fire Blast,Sunny Day,Bounce,Will-O-Wisp,0,200,0,49,SNORLAX,0,None,Body Slam,Crunch,Earthquake,Rest,0,200,0,51,TORTERRA,0,None,Leaf Storm,Earthquake,Crunch,Synthesis,24
